day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,0.0227928,nan
18,nan,nan
19,0.0380703,nan
20,0.123932,nan
21,0.0841894,nan
22,0.133375,nan
23,0.102393,nan
24,0.0985448,nan
25,0.0971364,nan
26,0.0870398,nan
27,0.0351684,nan
28,0.0302024,nan
29,0.0297668,nan
30,0.0497879,nan
31,0.0714412,nan
32,nan,nan
33,nan,nan
34,0.158387,nan
35,0.22431,nan
36,0.253698,nan
37,0.27204,nan
38,0.46569,nan
39,0.536388,nan
40,0.445138,nan
41,0.554868,nan
42,0.625406,nan
43,nan,nan
44,0.712651,nan
45,0.739969,nan
46,0.789001,nan
47,0.822046,nan
48,0.832026,nan
49,0.845832,nan
50,0.88029,nan
51,0.906983,nan
52,0.938403,nan
53,0.967492,nan
54,nan,nan
55,nan,nan
56,nan,nan
57,nan,nan
58,nan,nan
59,nan,nan
60,1.06335,nan
61,1.07606,nan
62,1.0964,nan
63,1.10342,nan
64,1.1071,nan
65,1.11178,nan
66,1.11409,nan
67,1.11588,nan
68,1.1092,nan
69,1.11329,nan
70,1.1126,nan
71,1.12612,nan
72,1.11961,nan
73,1.12616,nan
74,1.13301,nan
75,1.13959,nan
76,1.14533,nan
77,1.15403,nan
78,1.16207,nan
79,1.16223,nan
80,1.16661,nan
81,1.16871,nan
82,1.16816,nan
83,1.16181,nan
84,1.16405,nan
85,1.16901,nan
86,1.16758,nan
87,1.1639,nan
88,1.16612,nan
89,1.16798,nan
90,1.17009,nan
91,1.17423,nan
92,1.17589,nan
93,1.1785,nan
94,1.18987,nan
95,1.19522,nan
96,1.19502,nan
97,1.19679,nan
98,nan,nan
99,nan,nan
100,nan,nan
101,nan,nan
102,nan,nan
103,nan,nan
104,nan,nan
105,nan,nan
106,nan,nan
107,nan,nan
108,nan,nan
109,nan,nan
110,1.30661,nan
111,1.31265,nan
112,1.31647,nan
113,1.34341,nan
114,1.3612,nan
115,1.37492,nan
116,1.38936,nan
117,1.39677,nan
118,1.40026,nan
119,1.39507,nan
120,1.38897,nan
121,1.3869,nan
122,1.38928,nan
123,1.38254,nan
124,1.38719,nan
125,1.40454,nan
126,1.40856,nan
127,1.42533,nan
128,1.44282,nan
129,1.45646,nan
130,1.46323,nan
131,1.46952,nan
132,1.46452,nan
133,1.46607,nan
134,1.46533,nan
135,1.46412,nan
136,1.46723,nan
137,1.45598,nan
138,1.45852,nan
139,1.46341,nan
140,1.46721,nan
141,1.47289,nan
142,1.47217,nan
143,1.47971,nan
144,1.48043,nan
145,1.48424,nan
146,1.48759,nan
147,1.49134,nan
148,1.49816,nan
149,1.50744,nan
150,1.51729,nan
151,1.51868,nan
152,1.52708,nan
153,1.53915,nan
154,1.54104,nan
155,1.54572,nan
156,1.55099,nan
157,1.55608,nan
158,1.56038,nan
159,1.57228,nan
160,1.58316,nan
161,1.59297,nan
162,1.60353,nan
163,1.60384,nan
164,1.6035,nan
165,1.60803,nan
166,1.62806,nan
167,1.63369,nan
168,1.63452,nan
169,1.63098,nan
170,1.61306,nan
171,1.64226,nan
172,1.6568,nan
173,1.64704,nan
174,1.64238,nan
175,1.63407,nan
176,1.63527,nan
177,1.65178,nan
178,1.65688,nan
179,1.6528,nan
180,1.65266,nan
181,1.66353,nan
182,1.6746,nan
183,1.68404,nan
184,1.691,nan
185,1.70025,nan
186,1.70731,nan
187,1.71337,nan
188,1.7095,nan
189,1.71389,nan
190,1.70235,nan
191,1.69608,nan
192,1.69572,nan
193,1.69119,nan
194,1.69123,nan
195,1.67904,nan
196,1.68049,nan
197,1.68093,nan
198,1.65811,nan
199,1.65476,nan
200,1.6221,nan
201,1.62599,nan
202,1.62111,nan
203,1.60362,nan
204,1.61548,nan
205,1.58264,nan
206,1.58661,nan
207,1.59374,nan
208,1.59387,nan
209,1.58916,nan
210,1.59178,nan
211,1.59097,nan
212,1.58908,nan
213,1.57803,nan
214,1.58717,nan
215,nan,nan
216,1.5937,nan
217,1.58091,nan
218,1.57215,nan
219,1.56742,nan
220,1.59794,nan
221,1.58955,nan
222,1.61539,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
