day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,24,24,0.55,36,-1.5,0.75,0.71,0,0,1412,1,4,0,0.178541,1,0.178541,0,0,0,0,0,0,0.178541,0.178541,0,1.90122,1.42591,0,0.178541,-0.202777,1.42591,11.9301,10.5041,0,0
2,24,48,0.55,36,3.2,0.75,0.71,0,0,1412,1,4,0.251466,-0.240532,0,0.01,0,0,0,0,0,0,-0.240532,0,0,1.90122,1.42591,0,-0.240532,nan,1.42591,-38.9878,-14.1513,-0,0
3,24,72,0.55,36,0.3,0.75,0.71,0,0,1412,1,4,0.0140845,-0.386276,0,0.01,0,0,0,0,0,0,-0.386276,0,0,1.90122,1.42591,0,-0.386276,nan,1.42591,1.16306,-22.7259,0,0
4,24,96,0.55,96,-2.5,0.75,0.71,0,0,1412,1,4,0.0140845,0.223533,1,0.233533,0,0,0,0,0,0,0.223533,0.223533,0,1.90122,1.42591,0,0.223533,-0.267769,1.42591,14.5771,13.1512,0,0
5,24,120,0.55,244.8,-6.2,0.75,0.71,0,0,1412,1,4,0.328919,0.20007,1,0.433603,0,0,0,0,0,0,0.20007,0.423603,0,1.90122,1.42591,0,0.20007,-0.691372,1.42591,13.1967,11.7708,0,0
6,24,144,0.55,360,-4.8,0.75,0.71,0,0,1412,1,4,0.610708,0.0960371,1,0.52964,0,0,0,0,0,0,0.0960371,0.51964,0,1.90122,1.42591,0,0.0960371,-0.98748,1.42591,7.0761,5.65018,0,0
7,24,168,0.55,400.8,-1.7,0.75,0.71,0,0,1412,1,4,0.745972,0.0139934,1,0.543633,0,0,0,0,0,0,0.0139934,0.533633,0,1.90122,1.42591,0,0.0139934,-1.09751,1.42591,2.24919,0.823279,0,0
7.24003,5.76082,173.761,0.55,414.05,-2.3,0.75,0.71,0,0,1412,1,4,0.765681,0.00636653,1,0.55,0,0,0,0,0,0,0.00636653,0.54,0,1.90122,1.42591,0,0.0256442,-1.13715,1.42591,2.98638,1.56046,0,0
8,18.2392,192,1.25,456,-2.3,0.72,0.67,0,0,3644,1,11,0.774648,0.00789728,1,0.557897,0,0,0,0,0,0,0.00789728,0.547897,1,1.90122,1.36888,0,0.00789728,-1.05278,1.36888,2.94667,1.57779,0,0
